Season,Region,County,CDC Week,Week Ending Date,Age Group,Count,Centroid,FIPS
2023-2024,CENTRAL,CORTLAND,45,11/11/2023,UNKNOWN,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,46,11/18/2023,0-4,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,46,11/18/2023,5-17,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,46,11/18/2023,18-49,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,46,11/18/2023,50-64,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,46,11/18/2023,65+,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,46,11/18/2023,UNKNOWN,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,47,11/25/2023,0-4,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,47,11/25/2023,5-17,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,47,11/25/2023,18-49,1,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,47,11/25/2023,50-64,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,47,11/25/2023,65+,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,47,11/25/2023,UNKNOWN,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,48,12/02/2023,0-4,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,48,12/02/2023,5-17,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,48,12/02/2023,18-49,1,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,48,12/02/2023,50-64,1,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,48,12/02/2023,65+,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,48,12/02/2023,UNKNOWN,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,49,12/09/2023,0-4,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,49,12/09/2023,5-17,3,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,49,12/09/2023,18-49,6,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,49,12/09/2023,50-64,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,49,12/09/2023,65+,3,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,49,12/09/2023,UNKNOWN,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,50,12/16/2023,0-4,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,50,12/16/2023,5-17,3,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,50,12/16/2023,18-49,3,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,50,12/16/2023,50-64,4,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,50,12/16/2023,65+,1,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,50,12/16/2023,UNKNOWN,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,51,12/23/2023,0-4,4,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,51,12/23/2023,5-17,6,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,51,12/23/2023,18-49,3,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,51,12/23/2023,50-64,2,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,51,12/23/2023,65+,2,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,51,12/23/2023,UNKNOWN,0,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,52,12/30/2023,0-4,8,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,52,12/30/2023,5-17,15,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,52,12/30/2023,18-49,20,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,52,12/30/2023,50-64,9,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,52,12/30/2023,65+,8,"(42.5938237, -76.0762647)",36023
2023-2024,CENTRAL,CORTLAND,52,12/30/2023,UNKNOWN,0,"(42.5938237, -76.0762647)",36023
2023-2024,CAPITAL DISTRICT,DELAWARE,40,10/07/2023,0-4,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,40,10/07/2023,5-17,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,40,10/07/2023,18-49,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,40,10/07/2023,50-64,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,40,10/07/2023,65+,1,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,40,10/07/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,41,10/14/2023,0-4,1,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,41,10/14/2023,5-17,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,41,10/14/2023,18-49,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,41,10/14/2023,50-64,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,41,10/14/2023,65+,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,41,10/14/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,42,10/21/2023,0-4,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,42,10/21/2023,5-17,1,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,42,10/21/2023,18-49,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,42,10/21/2023,50-64,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,42,10/21/2023,65+,2,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,42,10/21/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,43,10/28/2023,0-4,2,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,43,10/28/2023,5-17,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,43,10/28/2023,18-49,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,43,10/28/2023,50-64,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,43,10/28/2023,65+,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,43,10/28/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,44,11/04/2023,0-4,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,44,11/04/2023,5-17,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,44,11/04/2023,18-49,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,44,11/04/2023,50-64,1,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,44,11/04/2023,65+,1,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,44,11/04/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,45,11/11/2023,0-4,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,45,11/11/2023,5-17,1,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,45,11/11/2023,18-49,1,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,45,11/11/2023,50-64,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,45,11/11/2023,65+,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,45,11/11/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,46,11/18/2023,0-4,1,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,46,11/18/2023,5-17,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,46,11/18/2023,18-49,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,46,11/18/2023,50-64,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,46,11/18/2023,65+,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,46,11/18/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,47,11/25/2023,0-4,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,47,11/25/2023,5-17,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,47,11/25/2023,18-49,2,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,47,11/25/2023,50-64,3,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,47,11/25/2023,65+,2,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,47,11/25/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,48,12/02/2023,0-4,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,48,12/02/2023,5-17,2,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,48,12/02/2023,18-49,6,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,48,12/02/2023,50-64,2,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,48,12/02/2023,65+,2,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,48,12/02/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,49,12/09/2023,0-4,6,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,49,12/09/2023,5-17,6,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,49,12/09/2023,18-49,2,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,49,12/09/2023,50-64,3,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,49,12/09/2023,65+,3,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,49,12/09/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,50,12/16/2023,0-4,8,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,50,12/16/2023,5-17,10,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,50,12/16/2023,18-49,7,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,50,12/16/2023,50-64,3,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,50,12/16/2023,65+,2,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,50,12/16/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,51,12/23/2023,0-4,2,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,51,12/23/2023,5-17,7,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,51,12/23/2023,18-49,4,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,51,12/23/2023,50-64,5,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,51,12/23/2023,65+,7,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,51,12/23/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,52,12/30/2023,0-4,5,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,52,12/30/2023,5-17,15,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,52,12/30/2023,18-49,12,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,52,12/30/2023,50-64,3,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,52,12/30/2023,65+,10,"(42.1939865, -74.966728)",36025
2023-2024,CAPITAL DISTRICT,DELAWARE,52,12/30/2023,UNKNOWN,0,"(42.1939865, -74.966728)",36025
2023-2024,METRO,DUTCHESS,40,10/07/2023,0-4,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,40,10/07/2023,5-17,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,40,10/07/2023,18-49,2,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,40,10/07/2023,50-64,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,40,10/07/2023,65+,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,40,10/07/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,41,10/14/2023,0-4,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,41,10/14/2023,5-17,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,41,10/14/2023,18-49,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,41,10/14/2023,50-64,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,41,10/14/2023,65+,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,41,10/14/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,42,10/21/2023,0-4,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,42,10/21/2023,5-17,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,42,10/21/2023,18-49,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,42,10/21/2023,50-64,5,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,42,10/21/2023,65+,6,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,42,10/21/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,43,10/28/2023,0-4,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,43,10/28/2023,5-17,2,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,43,10/28/2023,18-49,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,43,10/28/2023,50-64,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,43,10/28/2023,65+,2,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,43,10/28/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,44,11/04/2023,0-4,4,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,44,11/04/2023,5-17,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,44,11/04/2023,18-49,1,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,44,11/04/2023,50-64,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,44,11/04/2023,65+,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,44,11/04/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,45,11/11/2023,0-4,4,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,45,11/11/2023,5-17,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,45,11/11/2023,18-49,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,45,11/11/2023,50-64,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,45,11/11/2023,65+,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,45,11/11/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,46,11/18/2023,0-4,4,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,46,11/18/2023,5-17,8,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,46,11/18/2023,18-49,11,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,46,11/18/2023,50-64,8,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,46,11/18/2023,65+,2,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,46,11/18/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,47,11/25/2023,0-4,3,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,47,11/25/2023,5-17,13,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,47,11/25/2023,18-49,14,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,47,11/25/2023,50-64,7,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,47,11/25/2023,65+,8,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,47,11/25/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,48,12/02/2023,0-4,12,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,48,12/02/2023,5-17,30,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,48,12/02/2023,18-49,23,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,48,12/02/2023,50-64,12,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,48,12/02/2023,65+,7,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,48,12/02/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,49,12/09/2023,0-4,15,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,49,12/09/2023,5-17,54,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,49,12/09/2023,18-49,52,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,49,12/09/2023,50-64,26,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,49,12/09/2023,65+,20,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,49,12/09/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,50,12/16/2023,0-4,21,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,50,12/16/2023,5-17,77,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,50,12/16/2023,18-49,106,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,50,12/16/2023,50-64,31,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,50,12/16/2023,65+,26,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,50,12/16/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,51,12/23/2023,0-4,28,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,51,12/23/2023,5-17,113,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,51,12/23/2023,18-49,101,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,51,12/23/2023,50-64,41,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,51,12/23/2023,65+,38,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,51,12/23/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,52,12/30/2023,0-4,48,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,52,12/30/2023,5-17,98,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,52,12/30/2023,18-49,157,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,52,12/30/2023,50-64,65,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,52,12/30/2023,65+,49,"(41.7550085, -73.7399512)",36027
2023-2024,METRO,DUTCHESS,52,12/30/2023,UNKNOWN,0,"(41.7550085, -73.7399512)",36027
2023-2024,WESTERN,ERIE,40,10/07/2023,0-4,1,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,40,10/07/2023,5-17,4,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,40,10/07/2023,18-49,2,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,40,10/07/2023,50-64,2,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,40,10/07/2023,65+,3,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,40,10/07/2023,UNKNOWN,0,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,41,10/14/2023,0-4,3,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,41,10/14/2023,5-17,1,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,41,10/14/2023,18-49,5,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,41,10/14/2023,50-64,0,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,41,10/14/2023,65+,3,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,41,10/14/2023,UNKNOWN,0,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,42,10/21/2023,0-4,8,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,42,10/21/2023,5-17,6,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,42,10/21/2023,18-49,6,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,42,10/21/2023,50-64,2,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,42,10/21/2023,65+,2,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,42,10/21/2023,UNKNOWN,0,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,43,10/28/2023,0-4,20,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,43,10/28/2023,5-17,18,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,43,10/28/2023,18-49,12,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,43,10/28/2023,50-64,6,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,43,10/28/2023,65+,2,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,43,10/28/2023,UNKNOWN,0,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,44,11/04/2023,0-4,10,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,44,11/04/2023,5-17,21,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,44,11/04/2023,18-49,12,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,44,11/04/2023,50-64,3,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,44,11/04/2023,65+,4,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,44,11/04/2023,UNKNOWN,0,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,45,11/11/2023,0-4,15,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,45,11/11/2023,5-17,38,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,45,11/11/2023,18-49,26,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,45,11/11/2023,50-64,7,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,45,11/11/2023,65+,4,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,45,11/11/2023,UNKNOWN,0,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,46,11/18/2023,0-4,22,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,46,11/18/2023,5-17,43,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,46,11/18/2023,18-49,28,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,46,11/18/2023,50-64,16,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,46,11/18/2023,65+,5,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,46,11/18/2023,UNKNOWN,0,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,47,11/25/2023,0-4,35,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,47,11/25/2023,5-17,57,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,47,11/25/2023,18-49,63,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,47,11/25/2023,50-64,44,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,47,11/25/2023,65+,37,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,47,11/25/2023,UNKNOWN,0,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,48,12/02/2023,0-4,61,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,48,12/02/2023,5-17,99,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,48,12/02/2023,18-49,97,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,48,12/02/2023,50-64,32,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,48,12/02/2023,65+,35,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,48,12/02/2023,UNKNOWN,0,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,49,12/09/2023,0-4,57,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,49,12/09/2023,5-17,153,"(42.752759, -78.7781922)",36029
2023-2024,WESTERN,ERIE,49,12/09/2023,18-49,117,"(42.752759, -78.7781922)",36029
